country,x,y
Australia,1997,8.4928019
Australia,1998,8.711247023
Australia,1999,8.866183822
Australia,2000,11.33202495
Australia,2001,9.328398397
Australia,2002,10.58240546
Australia,2003,10.63003514
Australia,2004,12.23937802
Australia,2005,12.2813425
Australia,2006,12.38761028
Australia,2007,12.46747808
Australia,2008,12.46747808
Australia,2009,12.46747808
Australia,2010,15.03529857
Australia,2012,15.04685064
Austria,1993,21.04029526
Austria,1994,21.05039196
Austria,1995,21.06028232
Austria,1996,21.44717843
Austria,1997,22.28471435
Austria,1998,22.61872636
Austria,1999,22.83522842
Austria,2000,23.52438045
Austria,2001,22.90391241
Austria,2002,22.90395228
Austria,2003,22.92471107
Austria,2004,22.92471107
Austria,2005,22.92471107
Austria,2006,22.92471107
Austria,2007,22.92471107
Austria,2008,22.93135065
Austria,2009,22.93135065
Austria,2010,23.58845559
Austria,2012,23.58851279
Azerbaijan,1993,6.754736057
Azerbaijan,1994,6.754736057
Azerbaijan,1995,6.754736057
Azerbaijan,1996,6.754736057
Azerbaijan,1997,6.754736057
Azerbaijan,1998,6.754736057
Azerbaijan,1999,6.754736057
Azerbaijan,2000,6.754707483
Azerbaijan,2001,6.754736057
Azerbaijan,2002,6.754736057
Azerbaijan,2003,6.80405464
Azerbaijan,2004,7.104590472
Azerbaijan,2005,7.149470223
Azerbaijan,2006,7.149470223
Azerbaijan,2007,7.149470223
Azerbaijan,2008,7.149470223
Azerbaijan,2009,7.149470223
Azerbaijan,2010,7.357206726
Azerbaijan,2012,7.357206726
Burundi,1993,4.221214992
Burundi,1994,4.221214992
Burundi,1995,4.221214992
Burundi,1996,4.662204627
Burundi,1997,4.662204627
Burundi,1998,4.662204627
Burundi,1999,4.662204627
Burundi,2000,4.849404251
Burundi,2001,4.849381021
Burundi,2002,4.849381021
Burundi,2003,4.849381021
Burundi,2004,4.849381021
Burundi,2005,4.849381021
Burundi,2006,4.849381021
Burundi,2007,4.849381021
Burundi,2008,4.849381021
Burundi,2009,4.849381021
Burundi,2010,4.886154261
Burundi,2012,4.886154261
Belgium,1993,3.155747388
Belgium,1994,3.380889494
Belgium,1995,3.419058438
Belgium,1996,4.234146424
Belgium,1997,5.001719309
Belgium,1998,5.418555494
Belgium,1999,5.783488848
Belgium,2000,15.98974098
Belgium,2001,10.83653641
Belgium,2002,10.84592804
Belgium,2003,13.10518486
Belgium,2004,13.11790409
Belgium,2005,13.13472946
Belgium,2006,13.14006949
Belgium,2007,13.14676237
Belgium,2008,13.16045963
Belgium,2009,13.16112398
Belgium,2010,24.46791215
Belgium,2012,24.46791215
Benin,1993,23.27300081
Benin,1994,23.27300081
Benin,1995,23.27300081
Benin,1996,23.27300081
Benin,1997,23.27300081
Benin,1998,23.27300081
Benin,1999,23.27300081
Benin,2000,24.44395326
Benin,2001,23.27300081
Benin,2002,23.27300081
Benin,2003,23.27300081
Benin,2004,23.27300081
Benin,2005,23.27300081
Benin,2006,23.27300081
Benin,2007,23.27300081
Benin,2008,23.27300081
Benin,2009,23.27300081
Benin,2010,25.513736
Benin,2012,25.51373599
Burkina Faso,1993,13.68440254
Burkina Faso,1994,13.68440254
Burkina Faso,1995,13.68440254
Burkina Faso,1996,13.84597233
Burkina Faso,1997,13.84597233
Burkina Faso,1998,13.84597233
Burkina Faso,1999,13.84597233
Burkina Faso,2000,13.85841049
Burkina Faso,2001,13.84597233
Burkina Faso,2002,13.84597233
Burkina Faso,2003,14.24347031
Burkina Faso,2004,14.24347031
Burkina Faso,2005,14.24347031
Burkina Faso,2006,14.24347031
Burkina Faso,2007,14.24347031
Burkina Faso,2008,14.24347031
Burkina Faso,2009,14.24347031
Burkina Faso,2010,15.19144088
Burkina Faso,2012,15.19144088
Bangladesh,1993,1.415001747
Bangladesh,1994,1.415001747
Bangladesh,1995,1.415001747
Bangladesh,1996,1.491346032
Bangladesh,1997,1.491346032
Bangladesh,1998,1.491346032
Bangladesh,1999,1.491346032
Bangladesh,2000,4.06752406
Bangladesh,2001,1.588626921
Bangladesh,2002,1.588626921
Bangladesh,2003,1.588626921
Bangladesh,2004,1.588626921
Bangladesh,2005,1.588626921
Bangladesh,2006,1.588626921
Bangladesh,2007,1.588626921
Bangladesh,2008,1.588626921
Bangladesh,2009,1.588626921
Bangladesh,2010,4.237139261
Bangladesh,2012,4.237139261
Bulgaria,1993,2.980583294
Bulgaria,1994,2.989004512
Bulgaria,1995,3.916303435
Bulgaria,1996,3.91689457
Bulgaria,1997,3.921416295
Bulgaria,1998,3.921416295
Bulgaria,1999,3.922761352
Bulgaria,2000,4.216326039
Bulgaria,2001,4.349738954
Bulgaria,2002,8.650017562
Bulgaria,2003,8.726275732
Bulgaria,2004,8.737545076
Bulgaria,2005,8.744934903
Bulgaria,2006,8.757519482
Bulgaria,2007,8.766543388
Bulgaria,2008,8.852483334
Bulgaria,2009,8.852483334
Bulgaria,2010,35.40854625
Bulgaria,2012,35.43568206
Bahrain,1993,0.163751438
Bahrain,1994,0.163751438
Bahrain,1995,0.163751438
Bahrain,1996,0.163751438
Bahrain,1997,0.163751438
Bahrain,1998,0.163751438
Bahrain,1999,0.163751438
Bahrain,2000,1.00912279
Bahrain,2001,0.163751438
Bahrain,2002,0.163751438
Bahrain,2003,0.735356598
Bahrain,2004,0.735356598
Bahrain,2005,0.735356598
Bahrain,2006,0.735356598
Bahrain,2007,0.735356598
Bahrain,2008,0.735356598
Bahrain,2009,0.735356598
Bahrain,2010,6.82046189
Bahrain,2012,6.82046189
"Bahamas, The",1993,0.474368922
"Bahamas, The",1994,0.543397204
"Bahamas, The",1995,0.543397204
"Bahamas, The",1996,0.543397204
"Bahamas, The",1997,0.543397204
"Bahamas, The",1998,0.543397204
"Bahamas, The",1999,0.543397204
"Bahamas, The",2000,0.54340365
"Bahamas, The",2001,0.543397204
"Bahamas, The",2002,1.005576371
"Bahamas, The",2003,1.005576371
"Bahamas, The",2004,1.005576371
"Bahamas, The",2005,1.005576371
"Bahamas, The",2006,1.005576371
"Bahamas, The",2007,1.005576371
"Bahamas, The",2008,1.005576371
"Bahamas, The",2009,1.005576371
"Bahamas, The",2010,1.005588658
"Bahamas, The",2012,1.005588658
Bosnia and Herzegovina,1993,0.529583895
Bosnia and Herzegovina,1994,0.529583895
Bosnia and Herzegovina,1995,0.540313328
Bosnia and Herzegovina,1996,0.540313328
Bosnia and Herzegovina,1997,0.540313328
Bosnia and Herzegovina,1998,0.540313328
Bosnia and Herzegovina,1999,0.540313328
Bosnia and Herzegovina,2000,0.606617076
Bosnia and Herzegovina,2001,0.540313328
Bosnia and Herzegovina,2002,0.540313328
Bosnia and Herzegovina,2003,0.568234613
Bosnia and Herzegovina,2004,0.568234613
Bosnia and Herzegovina,2005,0.580002258
Bosnia and Herzegovina,2006,0.580002258
Bosnia and Herzegovina,2007,0.580002258
Bosnia and Herzegovina,2008,0.580002258
Bosnia and Herzegovina,2009,0.580002259
Bosnia and Herzegovina,2010,1.509330523
Bosnia and Herzegovina,2012,1.509330523
Belarus,1993,6.822286545
Belarus,1994,6.842090758
Belarus,1995,7.165974753
Belarus,1996,7.219980887
Belarus,1997,7.219980886
Belarus,1998,7.220006597
Belarus,1999,7.220006598
Belarus,2000,7.147852395
Belarus,2001,7.220024912
Belarus,2002,7.220024912
Belarus,2003,7.220024912
Belarus,2004,7.220669392
Belarus,2005,7.22125813
Belarus,2006,7.22125813
Belarus,2007,7.22125813
Belarus,2008,7.221258129
Belarus,2009,7.22125813
Belarus,2010,8.277811063
Belarus,2012,8.277811075
Belize,1993,8.830901674
Belize,1994,9.437975681
Belize,1995,9.680357627
Belize,1996,12.0225547
Belize,1997,15.0896055
Belize,1998,17.13879566
Belize,1999,17.13879566
Belize,2000,25.38517837
Belize,2001,19.00950072
Belize,2002,19.17094307
Belize,2003,19.29695529
Belize,2004,19.6751501
Belize,2005,20.58894219
Belize,2006,20.58894219
Belize,2007,20.58894219
Belize,2008,20.58894219
Belize,2009,20.58894219
Belize,2010,26.29686323
Belize,2012,26.39054549
Bermuda,1993,4.848042905
Bermuda,1994,4.84919453
Bermuda,1995,4.85034502
Bermuda,1996,4.851495606
Bermuda,1997,4.857558643
Bermuda,1998,4.858723897
Bermuda,1999,4.858723897
